Customer_ID,Product_ID,Transaction_ID,Frequency,Average_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,T_Purchases,Launch_Date,Date,Season,Preferred_Purchase_Times,Retention_Strategy,Recency,Recency_Normalized,Frequency_Normalized,T_Purchases_Normalized,Segment,Cluster
CUST_WJFJNH,PROD_SEELFR,TRANS_9SHBPG,7,146.76,Sports,13,Asia,0.02,6274.6,2021-05-18,2023-07-28,Fall,Morning,Loyalty Program,157,-0.251738070553386,-0.5348779841727161,0.4336995767781573,Other,2
CUST_Z99NNL,PROD_T29T6S,TRANS_G1VSEL,8,191.8,Home,35,North America,0.97,859.83,2020-05-09,2023-02-10,Spring,Afternoon,Discount,325,1.3361152130566727,-0.3539130742790476,-1.4560897710467853,At Risk,0
CUST_BNKCTZ,PROD_BWIGEV,TRANS_79XB5L,15,29.36,Electronics,50,North America,0.61,675.61,2021-04-01,2023-08-19,Spring,Morning,Email Campaign,135,-0.4596712386451794,0.9128412949766321,-1.5203837288060829,At Risk,0
CUST_9GZ4SC,PROD_UXTAE9,TRANS_3FPW0J,14,198.37,Home,76,South America,0.87,338.85,2022-08-05,2023-04-01,Summer,Morning,Loyalty Program,275,0.8635398310298695,0.7318763850829636,-1.6379151217874146,At Risk,0
CUST_HCRD9G,PROD_85LP0S,TRANS_VU1YLA,9,51.52,Home,70,South America,0.99,2302.36,2022-01-08,2023-05-19,Winter,Morning,Loyalty Program,227,0.4098674642841385,-0.17294816438537905,-0.9526375786327189,At Risk,0
CUST_B1GH1A,PROD_TX8KWT,TRANS_CTY3FG,7,101.43,Home,8,North America,0.17,2871.38,2021-02-21,2023-08-01,Winter,Morning,Email Campaign,153,-0.28954410111553025,-0.5348779841727161,-0.7540459607617199,Other,0
CUST_NOF90Q,PROD_K9WN1M,TRANS_P5VAJH,17,73.35,Home,76,South America,0.72,9685.04,2022-07-31,2023-01-06,Summer,Afternoon,Discount,360,1.666917980475435,1.2747711147639693,1.6239649404770953,At Risk,1
CUST_UVDJ02,PROD_HNUHFF,TRANS_MJ0OFL,6,123.94,Sports,82,North America,0.19,6050.39,2022-09-24,2023-11-17,Spring,Evening,Email Campaign,45,-1.3103069262934253,-0.7158428940663847,0.355448853353925,Other,2
CUST_V9CKUK,PROD_MLYB5Z,TRANS_PJ2E35,12,182.36,Home,84,South America,0.4,8464.27,2020-09-26,2023-03-08,Winter,Evening,Email Campaign,299,1.090376014402735,0.36994656529562653,1.1979084058238678,At Risk,1
CUST_FXY03O,PROD_I2II6R,TRANS_M2EB3D,1,60.55,Sports,22,South America,0.02,4244.43,2020-12-10,2023-06-28,Summer,Afternoon,Loyalty Program,187,0.03180715866269593,-1.6206674435347272,-0.2748427325486957,Not Regular,0
CUST_S4VDVW,PROD_L69PJS,TRANS_N4F0O7,1,97.5,Home,69,Asia,0.43,3425.05,2022-03-01,2023-05-24,Spring,Morning,Discount,222,0.3626099260814582,-1.6206674435347272,-0.5608115910266738,Not Regular,0
CUST_X28O3U,PROD_M24ODB,TRANS_WHZYKX,13,124.8,Home,11,Europe,0.76,9242.33,2022-05-17,2023-06-18,Winter,Evening,Discount,197,0.12632223506805657,0.5509114751892951,1.4694563201339261,Top Customer,1
CUST_BQJ5V9,PROD_DAZYPX,TRANS_IFR6M7,8,23.82,Electronics,42,Europe,0.22,3363.17,2022-05-04,2023-12-25,Winter,Morning,Discount,7,-1.6694642166337956,-0.3539130742790476,-0.5824081066392313,Other,2
CUST_ZWZXDA,PROD_OUAWMW,TRANS_GF4DRP,4,151.56,Home,38,Asia,0.06,7642.99,2022-04-04,2023-02-15,Winter,Afternoon,Loyalty Program,320,1.2888576748539924,-1.0777727138537216,0.9112764351987683,At Risk,1
CUST_TSG05H,PROD_R0YXF8,TRANS_5VT9UL,11,104.32,Sports,72,South America,0.66,5273.17,2021-10-24,2023-06-09,Spring,Evening,Loyalty Program,206,0.21138580383288114,0.18898165540195802,0.08419410441417274,At Risk,1
CUST_UGZG54,PROD_GLZ5OO,TRANS_WOGPKL,16,107.75,Home,52,Europe,0.48,1235.22,2022-11-26,2023-10-14,Fall,Morning,Discount,79,-0.9889556665151991,1.0938062048703008,-1.3250762610952997,Other,2
CUST_6OROZI,PROD_2YH68T,TRANS_3V9J3M,9,59.98,Electronics,11,North America,0.28,8584.94,2020-05-23,2023-03-30,Spring,Afternoon,Loyalty Program,277,0.8824428463109417,-0.17294816438537905,1.2400230072939278,At Risk,1
CUST_CAD4BU,PROD_RR5KC9,TRANS_QNX6P2,9,23.61,Electronics,6,Asia,1.0,4734.47,2020-10-12,2023-05-12,Summer,Evening,Loyalty Program,234,0.47602801776789094,-0.17294816438537905,-0.10381563961434485,At Risk,0
CUST_O4O3P8,PROD_6K8L65,TRANS_8RSG6S,6,163.34,Sports,66,South America,0.67,420.14,2021-09-21,2023-01-02,Spring,Afternoon,Email Campaign,364,1.7047240110375792,-0.7158428940663847,-1.6095443920824246,At Risk,0
CUST_IKI1Z8,PROD_1M35PD,TRANS_45QM3T,15,95.98,Electronics,33,Europe,0.97,9798.34,2021-11-13,2023-12-05,Fall,Evening,Discount,27,-1.4804340638230744,0.9128412949766321,1.663507364829111,Top Customer,2
CUST_SWT9D4,PROD_BWSA26,TRANS_Z97CF4,15,160.21,Electronics,35,South America,0.88,9370.33,2021-08-26,2023-04-09,Fall,Evening,Email Campaign,267,0.7879277699055811,0.9128412949766321,1.5141291384663007,Top Customer,1
CUST_WNLRBP,PROD_QQDNVJ,TRANS_5H7MQG,16,81.12,Electronics,12,Asia,0.67,3441.61,2021-01-13,2023-07-03,Fall,Evening,Email Campaign,182,-0.015450379539984392,1.0938062048703008,-0.5550320451549228,At Risk,0
CUST_YN9EO1,PROD_N5Y9RV,TRANS_RVD0EL,7,56.97,Home,12,North America,0.56,8612.0,2020-03-29,2023-12-08,Fall,Evening,Loyalty Program,24,-1.5087885867446826,-0.5348779841727161,1.249467120294506,Top Customer,2
CUST_60TWF3,PROD_O3X2NY,TRANS_KWYNPX,15,29.65,Sports,59,Europe,0.2,8855.45,2021-08-28,2023-07-22,Fall,Morning,Loyalty Program,163,-0.1950290247101696,0.9128412949766321,1.3344327267243237,Top Customer,1
CUST_7LNE2A,PROD_6LK64E,TRANS_L9N3X3,14,96.86,Electronics,26,Europe,0.05,4733.74,2021-03-21,2023-03-02,Winter,Evening,Discount,305,1.1470850602459515,0.7318763850829636,-0.10407041428139684,At Risk,0
CUST_MLV0XJ,PROD_WERR66,TRANS_YSHKTO,18,64.01,Sports,60,South America,0.81,3716.03,2022-07-06,2023-02-10,Fall,Morning,Email Campaign,325,1.3361152130566727,1.4557360246576379,-0.4592577107270301,At Risk,0
CUST_Q57DSQ,PROD_T8U96Q,TRANS_L1A1UU,11,68.4,Home,55,North America,0.41,3079.18,2021-07-17,2023-03-03,Winter,Morning,Email Campaign,304,1.1376335526054155,0.18898165540195802,-0.6815224322502554,At Risk,0
CUST_P6UNOP,PROD_0FPNI1,TRANS_QEXWY2,16,49.32,Home,16,South America,0.18,7717.86,2020-07-31,2023-02-05,Winter,Morning,Loyalty Program,330,1.3833727512593532,1.0938062048703008,0.9374065438592752,At Risk,1
CUST_R3K54N,PROD_AECQ6A,TRANS_P3B8AS,7,94.25,Home,22,Europe,0.72,9300.81,2020-04-05,2023-05-24,Fall,Morning,Email Campaign,222,0.3626099260814582,-0.5348779841727161,1.4898662140095296,Top Customer,1
CUST_7DC6ZV,PROD_5ZWU4Y,TRANS_NXHJZN,2,150.62,Sports,66,North America,0.8,652.52,2021-02-08,2023-12-14,Summer,Morning,Discount,18,-1.5654976325878989,-1.4397025336410587,-1.5284422864255711,At Risk,2
CUST_M4SFTI,PROD_WK2X94,TRANS_2QTO2D,18,70.17,Clothing,79,Europe,0.94,5460.29,2022-04-05,2023-12-18,Spring,Evening,Loyalty Program,14,-1.6033036631500432,1.4557360246576379,0.149500180713813,At Risk,2
CUST_BD5K0T,PROD_I1HOTV,TRANS_G4YVUH,12,112.02,Electronics,76,Europe,0.84,9866.25,2020-08-27,2023-03-11,Summer,Evening,Discount,296,1.062021491481127,0.36994656529562653,1.6872083889927951,At Risk,1
CUST_ZNOE1W,PROD_K2W4JW,TRANS_33WRIG,15,81.05,Sports,18,Europe,0.36,7606.27,2020-12-14,2023-06-16,Winter,Afternoon,Loyalty Program,199,0.1452252503491287,0.9128412949766321,0.8984609204396685,Top Customer,1
CUST_75W7KS,PROD_QM5YT7,TRANS_KSZY8L,15,167.84,Clothing,72,North America,0.73,5890.75,2020-06-08,2023-04-19,Winter,Morning,Email Campaign,257,0.6934126935002204,0.9128412949766321,0.29973347274001627,At Risk,1
CUST_O1SNIO,PROD_Q8OZ7O,TRANS_D6V6QN,19,93.16,Clothing,58,Asia,0.06,2389.88,2022-03-05,2023-03-21,Fall,Evening,Email Campaign,286,0.9675064150757663,1.6367009345513064,-0.9220925390979576,At Risk,0
CUST_2GYCBB,PROD_MCPQAA,TRANS_WQ02J1,9,157.38,Electronics,52,South America,0.19,5677.67,2020-11-13,2023-02-07,Winter,Evening,Discount,328,1.364469735978281,-0.17294816438537905,0.22536719047234127,At Risk,1
CUST_S665HP,PROD_ZB6DAH,TRANS_5HSTOF,2,22.69,Electronics,60,Asia,0.83,8942.35,2022-08-31,2023-09-16,Winter,Evening,Discount,107,-0.7243134525801892,-1.4397025336410587,1.3647613822952873,At Risk,1
CUST_GTD6Q9,PROD_OZ0192,TRANS_YUF1AB,8,71.19,Home,71,Asia,0.77,4872.8,2021-01-30,2023-03-30,Fall,Evening,Loyalty Program,277,0.8824428463109417,-0.3539130742790476,-0.05553758523999023,At Risk,0
CUST_BEUC7A,PROD_8IX2GB,TRANS_7OW13H,12,25.15,Clothing,73,South America,0.92,4440.15,2022-01-12,2023-02-20,Winter,Afternoon,Email Campaign,315,1.241600136651312,0.36994656529562653,-0.20653520126734917,At Risk,0
CUST_5UFT0M,PROD_FCWSYA,TRANS_CVRPJB,16,37.26,Clothing,10,North America,0.03,3878.17,2021-05-03,2023-09-21,Summer,Afternoon,Loyalty Program,102,-0.7715709907828695,1.0938062048703008,-0.4026698141300673,Other,2
CUST_BG3R2B,PROD_OMN5NM,TRANS_MBUS6F,14,49.24,Electronics,19,South America,0.81,1031.61,2020-06-05,2023-01-25,Fall,Afternoon,Email Campaign,341,1.4873393353052498,0.7318763850829636,-1.3961374528191657,At Risk,0
CUST_O819CA,PROD_ITIYMJ,TRANS_LR8S5E,8,125.65,Home,70,Europe,0.31,4659.61,2021-01-10,2023-03-15,Winter,Morning,Loyalty Program,292,1.0242154609189826,-0.3539130742790476,-0.12994225821091981,At Risk,0
CUST_V5HDIH,PROD_PEIFSU,TRANS_S5ISDI,11,40.82,Sports,39,South America,0.31,7516.29,2020-09-18,2023-02-07,Fall,Afternoon,Email Campaign,328,1.364469735978281,0.18898165540195802,0.8670573251775818,At Risk,1
CUST_US67C5,PROD_B9OYNL,TRANS_N3LYI0,6,169.72,Clothing,59,Asia,0.06,258.06,2020-06-02,2023-07-28,Winter,Morning,Loyalty Program,157,-0.251738070553386,-0.7158428940663847,-1.666111348295794,Other,0
CUST_NYTH9Y,PROD_KARZ19,TRANS_WWII05,9,170.03,Sports,18,South America,0.58,721.37,2022-07-01,2023-09-18,Fall,Afternoon,Loyalty Program,105,-0.7432164678612614,-0.17294816438537905,-1.5044131962522589,At Risk,0
CUST_KJ9A5O,PROD_OXQ1AE,TRANS_KC5SJP,8,107.61,Home,52,South America,0.73,9560.36,2022-03-23,2023-06-17,Winter,Morning,Discount,198,0.13577374270859263,-0.3539130742790476,1.5804508233702164,Top Customer,1
CUST_FJBSP6,PROD_UWPUR3,TRANS_U2HBXY,17,115.52,Home,73,South America,0.94,6253.68,2020-11-16,2023-10-03,Summer,Evening,Email Campaign,90,-0.8849890824693023,1.2747711147639693,0.42639836303195977,At Risk,2
CUST_GUUC4E,PROD_S4IWZM,TRANS_VDEYR8,8,130.49,Electronics,24,Asia,0.24,2030.63,2021-05-23,2023-12-07,Winter,Morning,Discount,25,-1.4993370791041465,-0.3539130742790476,-1.0474730858628454,Other,2
CUST_GWM7WN,PROD_DWUF3C,TRANS_KM1DG2,14,187.5,Clothing,59,South America,0.17,8792.77,2020-04-16,2023-05-28,Summer,Evening,Discount,218,0.32480389551931393,0.7318763850829636,1.312557005997189,Top Customer,1
CUST_BO88ZB,PROD_CXKEO0,TRANS_M7XGVX,5,126.16,Electronics,76,Europe,0.25,9803.37,2021-09-19,2023-04-22,Fall,Afternoon,Discount,254,0.6650581705786123,-0.8968078039600532,1.6652628669870162,Not Regular,1
CUST_70GE6M,PROD_AUN5BT,TRANS_JS20Y5,5,146.64,Sports,72,Europe,0.98,5879.83,2022-10-24,2023-08-28,Spring,Evening,Email Campaign,126,-0.544734807410004,-0.8968078039600532,0.29592232292603554,At Risk,2
CUST_LXHC9X,PROD_A9JGAX,TRANS_L0Q0FC,9,31.33,Home,67,North America,0.98,2374.81,2022-07-10,2023-10-27,Spring,Morning,Email Campaign,66,-1.111825265842168,-0.17294816438537905,-0.9273520654438084,At Risk,2
CUST_GAN7U0,PROD_H59JZW,TRANS_HY0V2F,2,28.5,Clothing,52,South America,0.01,5900.18,2021-09-13,2023-08-18,Winter,Evening,Discount,136,-0.45021973100464335,-1.4397025336410587,0.3030246030280968,Not Regular,2
CUST_P1RDXR,PROD_D8QXV1,TRANS_LC5VZQ,4,22.64,Clothing,83,Europe,0.47,100.16,2020-06-18,2023-02-07,Summer,Morning,Email Campaign,328,1.364469735978281,-1.0777727138537216,-1.7212194577854971,At Risk,0
CUST_Y433R6,PROD_5F5AZD,TRANS_PEWVDX,8,160.28,Clothing,87,Europe,0.23,925.38,2020-03-13,2023-01-24,Spring,Afternoon,Discount,342,1.496790842945786,-0.3539130742790476,-1.4332124019711043,At Risk,0
CUST_IZHXJ2,PROD_IK4MQO,TRANS_25LMS8,9,144.59,Electronics,35,Europe,0.84,3257.02,2022-01-04,2023-04-07,Summer,Afternoon,Loyalty Program,269,0.8068307851866532,-0.17294816438537905,-0.6194551352797123,At Risk,0
CUST_D9ASDE,PROD_VXFVFS,TRANS_D6ITXW,15,44.78,Electronics,10,Asia,0.05,2722.28,2021-07-23,2023-03-28,Spring,Evening,Loyalty Program,279,0.9013458615920138,0.9128412949766321,-0.8060828139910721,At Risk,0
CUST_9J64ML,PROD_1EF4FQ,TRANS_M52R2R,11,107.95,Home,59,Asia,0.26,2797.61,2021-12-31,2023-02-02,Summer,Afternoon,Email Campaign,333,1.4117272741809612,0.18898165540195802,-0.7797921623896831,At Risk,0
CUST_UJVFK9,PROD_YKS79G,TRANS_T29UL5,15,79.26,Sports,28,South America,0.32,1810.68,2020-04-06,2023-09-22,Spring,Afternoon,Loyalty Program,101,-0.7810224984234055,0.9128412949766321,-1.1242370420519532,Other,2
CUST_LDQ7FM,PROD_F5PLXP,TRANS_CATCB0,6,145.57,Sports,14,Europe,0.67,7700.89,2022-11-14,2023-07-15,Winter,Afternoon,Discount,170,-0.12886847122641718,-0.7158428940663847,0.9314839053663037,Top Customer,1
CUST_Y5AU7X,PROD_2N71M0,TRANS_W969KJ,12,105.18,Home,30,South America,0.87,8585.53,2022-03-27,2023-06-13,Winter,Afternoon,Loyalty Program,202,0.1735797732707369,0.36994656529562653,1.2402289210659285,Top Customer,1
CUST_M5SSL8,PROD_IOP0A0,TRANS_3HZ6AY,4,193.12,Clothing,17,Europe,0.9,9612.49,2022-12-13,2023-02-27,Winter,Morning,Discount,308,1.1754395831675597,-1.0777727138537216,1.598644526648862,At Risk,1
CUST_WSUKIZ,PROD_GWEL1P,TRANS_SSZKIM,10,176.86,Home,74,South America,0.71,5171.69,2020-02-23,2023-05-11,Fall,Evening,Loyalty Program,235,0.48547952540842704,0.008016745508289477,0.048776935630036745,At Risk,1
CUST_DX8IY3,PROD_72M01P,TRANS_2GV9K0,9,70.98,Home,32,Asia,0.71,8099.0,2020-12-06,2023-05-27,Winter,Evening,Discount,219,0.33425540315985,-0.17294816438537905,1.0704268405717856,Top Customer,1
CUST_ZQXUUS,PROD_E5ZO1L,TRANS_GXOYJ7,19,187.05,Electronics,8,South America,0.82,484.12,2022-07-06,2023-12-10,Spring,Evening,Email Campaign,22,-1.5276916020257547,1.6367009345513064,-1.5872149630441017,At Risk,2
CUST_OA9VSY,PROD_LL0SBP,TRANS_6S1YZQ,19,192.09,Home,45,Europe,0.52,4277.83,2022-03-23,2023-09-15,Spring,Morning,Discount,108,-0.7148619449396532,1.6367009345513064,-0.26318591901509175,At Risk,2
CUST_55EM9F,PROD_ZZFAUI,TRANS_7N83PE,14,63.65,Sports,46,Asia,0.62,3447.92,2022-10-22,2023-12-31,Spring,Evening,Email Campaign,1,-1.726173262477012,0.7318763850829636,-0.5528298148136941,At Risk,2
CUST_9DOZZ2,PROD_W969FS,TRANS_JQC1RS,5,44.12,Electronics,52,Europe,0.02,5178.94,2020-01-07,2023-10-26,Winter,Morning,Discount,67,-1.1023737582016317,-0.8968078039600532,0.05130723198089391,Not Regular,2
CUST_NYEMU7,PROD_45UKYN,TRANS_7XSG7S,6,167.92,Home,86,North America,0.46,7207.57,2021-03-22,2023-03-20,Spring,Afternoon,Email Campaign,287,0.9769579227163023,-0.7158428940663847,0.7593120714621855,At Risk,1
CUST_99UW6R,PROD_5MDW7Q,TRANS_GMFY81,7,25.18,Electronics,87,South America,0.83,1811.37,2020-03-05,2023-10-01,Summer,Evening,Discount,92,-0.8660860671882302,-0.5348779841727161,-1.1239962276406303,At Risk,2
CUST_DB73Z1,PROD_3X3N5V,TRANS_O9EOA0,10,179.72,Clothing,14,Europe,0.01,3234.65,2021-01-03,2023-05-31,Summer,Morning,Discount,215,0.2964493725977057,0.008016745508289477,-0.6272624082960812,Other,0
CUST_Q4BAFI,PROD_B1MAYZ,TRANS_AI4U6K,8,162.67,Home,51,North America,0.41,5769.04,2020-10-15,2023-06-23,Spring,Afternoon,Email Campaign,192,0.07906469686537625,-0.3539130742790476,0.2572559046210059,Other,1
CUST_447Z72,PROD_A69NGQ,TRANS_JET6UJ,11,176.44,Home,63,Asia,0.02,4596.07,2020-05-10,2023-11-28,Fall,Evening,Loyalty Program,34,-1.4142735103393218,0.18898165540195802,-0.1521181244362252,Other,2
CUST_YSE2V8,PROD_NPG3AY,TRANS_0ATIWV,1,165.84,Electronics,63,North America,0.0,8263.23,2021-05-18,2023-07-27,Spring,Evening,Email Campaign,158,-0.24228656291284995,-1.6206674435347272,1.1277441605305816,Not Regular,1
CUST_H1MU7Q,PROD_9PQSXO,TRANS_7G86UV,3,63.31,Clothing,9,South America,0.98,9876.27,2021-03-13,2023-04-29,Summer,Evening,Discount,247,0.5988976170948598,-1.2587376237473902,1.6907054330528763,At Risk,1
CUST_XSCKOT,PROD_HQVAND,TRANS_9TDFQU,1,153.74,Home,70,North America,0.13,6342.32,2020-08-30,2023-09-25,Summer,Afternoon,Discount,98,-0.8093770213450138,-1.6206674435347272,0.4573342897271291,Not Regular,2
CUST_4J9OB0,PROD_TW1XCE,TRANS_XWJSXS,4,168.08,Sports,36,North America,0.16,896.31,2020-04-19,2023-05-06,Fall,Morning,Loyalty Program,240,0.5327370636111073,-1.0777727138537216,-1.4433580178220586,Not Regular,0
CUST_3FF21G,PROD_DJ4SCN,TRANS_2MM58H,11,127.84,Sports,7,Asia,0.21,8823.67,2022-07-21,2023-07-29,Spring,Afternoon,Loyalty Program,156,-0.2611895781939221,0.18898165540195802,1.3233413035477386,Top Customer,1
CUST_S6CQW4,PROD_BYOLV1,TRANS_LPC8Y2,4,120.16,Clothing,30,Asia,0.24,4743.14,2020-10-05,2023-02-19,Fall,Evening,Discount,316,1.2510516442918482,-1.0777727138537216,-0.10078975418511288,At Risk,0
CUST_CW9FYL,PROD_I21BBS,TRANS_L69EFC,1,40.38,Electronics,18,North America,0.86,2977.42,2021-02-11,2023-09-16,Spring,Evening,Email Campaign,107,-0.7243134525801892,-1.6206674435347272,-0.7170373228244933,At Risk,2
CUST_VV1OL3,PROD_UIHB32,TRANS_XEMA6U,13,194.71,Clothing,27,Asia,0.39,9006.35,2022-01-07,2023-06-08,Spring,Afternoon,Email Campaign,207,0.2208373114734172,0.5509114751892951,1.3870977914614748,Top Customer,1
CUST_V71ZT8,PROD_3TICJJ,TRANS_VVHIY0,19,129.69,Home,63,Europe,0.82,9147.92,2022-09-02,2023-07-25,Fall,Morning,Loyalty Program,160,-0.2233835476317778,1.6367009345513064,1.4365066265498676,Top Customer,1
CUST_4H4E1N,PROD_QJUH23,TRANS_2WFMFO,2,101.69,Clothing,32,Asia,0.91,5757.5,2020-03-27,2023-01-23,Fall,Evening,Loyalty Program,343,1.506242350586322,-1.4397025336410587,0.25322837084322775,At Risk,1
CUST_OG9G39,PROD_MX1T3U,TRANS_IBLW2X,16,165.88,Clothing,56,Asia,0.48,4251.62,2020-08-16,2023-04-22,Spring,Evening,Loyalty Program,254,0.6650581705786123,1.0938062048703008,-0.2723333765814319,Other,0
CUST_0NGDZT,PROD_LJ0AGZ,TRANS_FY97NN,6,33.99,Electronics,34,Europe,0.27,6582.3,2020-02-17,2023-10-27,Winter,Evening,Loyalty Program,66,-1.111825265842168,-0.7158428940663847,0.5410888439724674,Other,2
CUST_1BVE8A,PROD_89HZA6,TRANS_Y9TZ4Z,18,186.61,Sports,30,Europe,0.93,3799.27,2022-07-16,2023-04-18,Spring,Morning,Email Campaign,258,0.7028642011407565,1.4557360246576379,-0.4302064185552577,At Risk,0
CUST_HUFWQC,PROD_OWAXZR,TRANS_6V09VU,9,164.41,Home,9,Asia,0.01,7425.4,2021-03-21,2023-10-30,Summer,Evening,Discount,63,-1.1401797887637761,-0.17294816438537905,0.8353361340976635,Other,2
CUST_NC9Q10,PROD_1HXA0M,TRANS_A5ERWF,15,175.31,Electronics,20,Europe,0.98,181.62,2020-10-25,2023-04-23,Spring,Evening,Email Campaign,253,0.6556066629380761,0.9128412949766321,-1.6927893969936592,At Risk,0
CUST_540B2L,PROD_SXMZ32,TRANS_TG8E6A,6,164.61,Clothing,69,North America,0.37,7245.34,2022-07-13,2023-03-30,Summer,Morning,Email Campaign,277,0.8824428463109417,-0.7158428940663847,0.7724940429341685,At Risk,1
CUST_RAJ5Z4,PROD_QV4MSK,TRANS_VB517A,6,64.11,Clothing,26,Asia,0.05,8795.35,2022-01-20,2023-01-17,Summer,Morning,Loyalty Program,349,1.5629513964295383,-0.7158428940663847,1.3134574424917007,At Risk,1
CUST_STWBA4,PROD_CA084G,TRANS_4GMXPV,1,85.49,Electronics,52,Asia,0.41,9412.71,2021-07-06,2023-09-05,Fall,Evening,Loyalty Program,118,-0.6203468685342926,-1.6206674435347272,1.5289200294110352,Not Regular,1
CUST_VYWO5B,PROD_DSSQFS,TRANS_IR0BNM,14,148.18,Clothing,74,Asia,0.42,3569.19,2021-08-13,2023-11-22,Winter,Afternoon,Loyalty Program,40,-1.3575644644961056,0.7318763850829636,-0.5105058095077012,Other,2
CUST_7DODMI,PROD_54I8VF,TRANS_CPHKSA,17,72.43,Electronics,81,South America,0.92,4890.24,2020-09-21,2023-01-28,Spring,Morning,Discount,338,1.4589848123836415,1.2747711147639693,-0.04945091374220431,At Risk,1
CUST_8Y4SDB,PROD_XOPBB6,TRANS_0LIG3Y,19,166.98,Electronics,65,North America,0.7,9002.66,2021-11-27,2023-10-09,Summer,Afternoon,Email Campaign,84,-0.9416981283125186,1.6367009345513064,1.3858099578704866,Top Customer,2
CUST_NXPCA3,PROD_YEQ8MN,TRANS_FVJA9X,12,53.65,Clothing,29,South America,0.25,3410.58,2022-07-22,2023-09-02,Spring,Afternoon,Loyalty Program,121,-0.5919923456126843,0.36994656529562653,-0.5658617135365915,Other,2
CUST_PZ3DGY,PROD_AIB4DW,TRANS_3ZGCZU,12,70.57,Home,74,Europe,0.77,5866.16,2022-05-25,2023-08-23,Spring,Evening,Email Campaign,131,-0.49747726920732366,0.36994656529562653,0.2911514055306952,At Risk,2
CUST_WV2MUE,PROD_1MAHX4,TRANS_VC2AEO,9,185.4,Home,28,Europe,0.95,9306.81,2020-09-07,2023-06-14,Summer,Evening,Loyalty Program,201,0.16412826563020083,-0.17294816438537905,1.4919602523688595,Top Customer,1
CUST_PJIVHB,PROD_K04SOG,TRANS_UR8OWA,18,152.81,Clothing,23,Asia,0.61,8955.3,2022-01-08,2023-07-25,Winter,Evening,Email Campaign,160,-0.2233835476317778,1.4557360246576379,1.3692810150875077,Top Customer,1
CUST_GN5KM7,PROD_B7OO5W,TRANS_AB9Z63,17,93.21,Sports,55,Europe,0.58,5560.43,2020-09-10,2023-01-31,Fall,Afternoon,Loyalty Program,335,1.4306302894620335,1.2747711147639693,0.1844496809310319,At Risk,1
CUST_AWZ9LL,PROD_TDCSP9,TRANS_5WAI5I,4,169.65,Clothing,77,Asia,0.82,2379.88,2020-03-18,2023-09-14,Summer,Afternoon,Email Campaign,109,-0.7054104372991171,-1.0777727138537216,-0.9255826030301745,At Risk,2
CUST_C1G5AI,PROD_1H9LOU,TRANS_ROPHA2,14,95.76,Clothing,20,Asia,0.82,700.77,2020-07-11,2023-08-27,Summer,Evening,Discount,127,-0.535283299769468,0.7318763850829636,-1.5116027279526252,At Risk,0
CUST_95ADK0,PROD_NKEIEB,TRANS_3NYNYZ,17,183.53,Sports,53,North America,0.79,7071.86,2022-01-24,2023-05-09,Summer,Evening,Discount,237,0.5043825406894992,1.2747711147639693,0.7119484138380716,At Risk,1
CUST_GODXK6,PROD_WEOIEN,TRANS_GA3R2V,2,35.2,Electronics,14,North America,0.33,7171.96,2020-08-13,2023-03-01,Fall,Morning,Loyalty Program,306,1.1565365678864876,-1.4397025336410587,0.7468839537995617,At Risk,1
CUST_0AQMEI,PROD_O2HBNQ,TRANS_CBEITZ,6,81.87,Home,54,Europe,0.73,2206.13,2020-07-28,2023-12-14,Fall,Morning,Loyalty Program,18,-1.5654976325878989,-0.7158428940663847,-0.986222463852441,At Risk,2
CUST_LNGOW1,PROD_P2J54V,TRANS_FWOSN9,19,57.47,Electronics,86,North America,0.95,3814.79,2022-01-17,2023-08-07,Winter,Morning,Email Campaign,147,-0.34625314695874665,1.6367009345513064,-0.4247898393324573,At Risk,2
CUST_DW8Q29,PROD_K3C10Y,TRANS_6NFYOL,19,49.9,Home,29,North America,0.28,4866.82,2021-08-12,2023-01-18,Summer,Morning,Discount,348,1.5534998887890024,1.6367009345513064,-0.05762464347145602,At Risk,1
CUST_G10XTC,PROD_SOZFVK,TRANS_DFDGKQ,1,71.36,Clothing,74,North America,0.63,1848.59,2020-06-14,2023-02-21,Winter,Evening,Loyalty Program,314,1.2321486290107762,-1.6206674435347272,-1.1110062096849194,At Risk,0
CUST_OS9PZU,PROD_H47HEL,TRANS_L5UIJ1,4,196.67,Home,53,South America,0.26,8375.5,2022-12-16,2023-04-24,Spring,Morning,Email Campaign,252,0.6461551552975401,-1.0777727138537216,1.1669271082975794,Not Regular,1
CUST_PMJEOH,PROD_BTODRX,TRANS_5R8GI2,3,187.74,Sports,63,Asia,0.73,1214.71,2021-07-20,2023-05-06,Winter,Evening,Email Campaign,240,0.5327370636111073,-1.2587376237473902,-1.3322343822202765,At Risk,0
CUST_NVZM0X,PROD_6BPJL3,TRANS_9VHX76,7,170.66,Clothing,81,Asia,0.08,5137.96,2022-11-02,2023-08-05,Winter,Morning,Loyalty Program,149,-0.3273501316776745,-0.5348779841727161,0.03700494998666972,Other,2
CUST_VO5I8S,PROD_JTP6GD,TRANS_WWL3O4,14,54.22,Electronics,7,Asia,0.99,4034.9,2022-02-19,2023-04-15,Summer,Afternoon,Email Campaign,261,0.7312187240623647,0.7318763850829636,-0.3479700421204338,At Risk,0
